HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,Trust,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,31,H2,DLY,A,2,5.321,-0.649,-5.074,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,32,H2N,DLY,A,2,5.619,-3.127,-4.715,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,33,H2N1,DLY,A,2,3.993,-3.186,-4.53,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,34,H3,DLY,A,2,6.292,-1.875,-3.004,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,35,H31,DLY,A,2,4.683,-1.788,-2.274,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,36,H4,DLY,A,2,4.769,0.641,-2.181,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,37,H41,DLY,A,2,6.152,0.7,-3.276,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,38,H5,DLY,A,2,7.588,-0.383,-1.555,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,39,H51,DLY,A,2,6.918,1.171,-1.068,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,40,H6,DLY,A,2,5.854,-1.57,-0.177,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,41,H61,DLY,A,2,5.127,-0.008,0.244,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,42,H6N,DLY,A,2,6.583,-0.749,1.947,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,43,H6N1,DLY,A,2,7.18,0.61,1.285,H,Missing Monosaccharide,61,-1.0,-1,0,,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,44,N2,NAG,A,3,2.887,2.293,1.653,N,a-D-GlcpN,3,-1.0,-1,0,,a,d,glcpn,glcn,P
HETATM,45,C2,NAG,A,3,1.507,2.04,2.103,C,a-D-GlcpN,3,52.6,67,0,,a,d,glcpn,glcn,P
HETATM,46,C1,NAG,A,3,0.433,2.683,1.185,C,a-D-GlcpN,3,95.5,67,0,,a,d,glcpn,glcn,P
HETATM,47,O5,NAG,A,3,-0.847,2.549,1.811,O,a-D-GlcpN,3,-1.0,-1,0,,a,d,glcpn,glcn,P
HETATM,48,C5,NAG,A,3,-1.282,1.181,1.889,C,a-D-GlcpN,3,72.4,67,0,,a,d,glcpn,glcn,P
HETATM,49,C6,NAG,A,3,-2.651,1.183,2.581,C,a-D-GlcpN,3,60.5,67,0,,a,d,glcpn,glcn,P
HETATM,50,O6,NAG,A,3,-2.576,1.862,3.837,O,a-D-GlcpN,3,-1.0,-1,0,,a,d,glcpn,glcn,P
HETATM,51,C4,NAG,A,3,-0.268,0.297,2.642,C,a-D-GlcpN,3,71.2,67,0,,a,d,glcpn,glcn,P
HETATM,52,O4,NAG,A,3,-0.591,-1.099,2.471,O,a-D-GlcpN,3,-1.0,-1,0,,a,d,glcpn,glcn,P
HETATM,53,C3,NAG,A,3,1.189,0.525,2.177,C,a-D-GlcpN,3,77.2,67,0,,a,d,glcpn,glcn,P
HETATM,54,O3,NAG,A,3,2.024,-0.156,3.137,O,a-D-GlcpN,3,-1.0,-1,0,,a,d,glcpn,glcn,P
HETATM,55,H2N,NAG,A,3,3.53,1.506,1.692,H,a-D-GlcpN,3,-1.0,-1,0,,a,d,glcpn,glcn,P
HETATM,56,H2,NAG,A,3,1.432,2.461,3.114,H,a-D-GlcpN,3,4.1,81,0,,a,d,glcpn,glcn,P
HETATM,57,H1,NAG,A,3,0.612,3.752,1.074,H,a-D-GlcpN,3,5.08,81,0,,a,d,glcpn,glcn,P
HETATM,58,H5,NAG,A,3,-1.44,0.787,0.875,H,a-D-GlcpN,3,3.96,81,0,,a,d,glcpn,glcn,P
HETATM,59,H6,NAG,A,3,-3.383,1.722,1.968,H,a-D-GlcpN,3,3.8,81,0,,a,d,glcpn,glcn,P
HETATM,60,H61,NAG,A,3,-3.025,0.167,2.747,H,a-D-GlcpN,3,3.85,-1,0,,a,d,glcpn,glcn,P
HETATM,61,H6O,NAG,A,3,-2.248,2.756,3.625,H,a-D-GlcpN,3,-1.0,-1,0,,a,d,glcpn,glcn,P
HETATM,62,H4,NAG,A,3,-0.32,0.5,3.72,H,a-D-GlcpN,3,3.74,81,0,,a,d,glcpn,glcn,P
HETATM,63,H4O,NAG,A,3,-0.665,-1.269,1.512,H,a-D-GlcpN,3,-1.0,-1,0,,a,d,glcpn,glcn,P
HETATM,64,H3,NAG,A,3,1.313,0.046,1.197,H,a-D-GlcpN,3,3.97,81,0,,a,d,glcpn,glcn,P
HETATM,65,C21,NAG,A,3,2.916,4.747,2.011,C,a-D-GlcpN,3,23.3,-1,1,,a,d,glcpn,glcn,P
HETATM,66,C11,NAG,A,3,3.611,3.44,1.765,C,a-D-GlcpN,3,175.3,-1,1,83.0,a,d,glcpn,glcn,P
HETATM,67,O1,NAG,A,3,4.833,3.368,1.631,O,a-D-GlcpN,3,-1.0,-1,1,,a,d,glcpn,glcn,P
HETATM,68,H21,NAG,A,3,2.142,4.648,2.774,H,a-D-GlcpN,3,-1.0,-1,1,98.0,a,d,glcpn,glcn,P
HETATM,69,H22,NAG,A,3,3.646,5.48,2.37,H,a-D-GlcpN,3,-1.0,-1,1,,a,d,glcpn,glcn,P
HETATM,70,H23,NAG,A,3,2.485,5.112,1.076,H,a-D-GlcpN,3,-1.0,-1,1,,a,d,glcpn,glcn,P
HETATM,71,C1,A2G,A,4,3.232,-0.694,2.597,C,a-D-GalpN,"3,3",98.4,72,0,,a,d,galpn,galn,P
HETATM,72,O5,A2G,A,4,4.327,0.156,2.941,O,a-D-GalpN,"3,3",-1.0,-1,0,,a,d,galpn,galn,P
HETATM,73,C5,A2G,A,4,4.567,0.228,4.365,C,a-D-GalpN,"3,3",71.8,72,0,,a,d,galpn,galn,P
HETATM,74,C6,A2G,A,4,5.77,1.151,4.6,C,a-D-GalpN,"3,3",61.6,72,0,,a,d,galpn,galn,P
HETATM,75,O6,A2G,A,4,5.431,2.501,4.278,O,a-D-GalpN,"3,3",-1.0,-1,0,,a,d,galpn,galn,P
HETATM,76,C4,A2G,A,4,4.815,-1.165,4.964,C,a-D-GalpN,"3,3",68.8,72,0,,a,d,galpn,galn,P
HETATM,77,O4,A2G,A,4,6.038,-1.715,4.449,O,a-D-GalpN,"3,3",-1.0,-1,0,,a,d,galpn,galn,P
HETATM,78,C3,A2G,A,4,3.668,-2.121,4.616,C,a-D-GalpN,"3,3",68.4,72,0,,a,d,galpn,galn,P
HETATM,79,O3,A2G,A,4,4.026,-3.438,5.073,O,a-D-GalpN,"3,3",-1.0,-1,0,,a,d,galpn,galn,P
HETATM,80,C2,A2G,A,4,3.426,-2.137,3.102,C,a-D-GalpN,"3,3",50.9,72,0,,a,d,galpn,galn,P
HETATM,81,N2,A2G,A,4,2.287,-3.012,2.766,N,a-D-GalpN,"3,3",-1.0,-1,0,,a,d,galpn,galn,P
HETATM,82,H1,A2G,A,4,3.191,-0.716,1.504,H,a-D-GalpN,"3,3",5.37,82,0,,a,d,galpn,galn,P
HETATM,83,H5,A2G,A,4,3.682,0.685,4.827,H,a-D-GalpN,"3,3",3.87,82,0,,a,d,galpn,galn,P
HETATM,84,H6,A2G,A,4,6.633,0.867,3.988,H,a-D-GalpN,"3,3",3.74,82,0,,a,d,galpn,galn,P
HETATM,85,H61,A2G,A,4,6.067,1.137,5.654,H,a-D-GalpN,"3,3",3.78,-1,0,,a,d,galpn,galn,P
HETATM,86,H6O,A2G,A,4,5.423,2.56,3.297,H,a-D-GalpN,"3,3",-1.0,-1,0,,a,d,galpn,galn,P
HETATM,87,H4,A2G,A,4,4.936,-1.104,6.052,H,a-D-GalpN,"3,3",3.93,82,0,,a,d,galpn,galn,P
HETATM,88,H4O,A2G,A,4,6.038,-2.65,4.748,H,a-D-GalpN,"3,3",-1.0,-1,0,,a,d,galpn,galn,P
HETATM,89,H3,A2G,A,4,2.758,-1.826,5.153,H,a-D-GalpN,"3,3",3.86,82,0,,a,d,galpn,galn,P
HETATM,90,H3O,A2G,A,4,3.449,-4.063,4.593,H,a-D-GalpN,"3,3",-1.0,-1,0,,a,d,galpn,galn,P
HETATM,91,H2,A2G,A,4,4.31,-2.568,2.612,H,a-D-GalpN,"3,3",4.19,82,0,,a,d,galpn,galn,P
HETATM,92,H2N,A2G,A,4,1.431,-2.857,3.298,H,a-D-GalpN,"3,3",-1.0,-1,0,,a,d,galpn,galn,P
HETATM,93,C11,A2G,A,4,2.094,-3.373,1.45,C,a-D-GalpN,"3,3",175.6,-1,1,85.0,a,d,galpn,galn,P
HETATM,94,C21,A2G,A,4,0.834,-4.16,1.211,C,a-D-GalpN,"3,3",23.3,-1,1,,a,d,galpn,galn,P
HETATM,95,O1,A2G,A,4,2.885,-3.096,0.554,O,a-D-GalpN,"3,3",-1.0,-1,1,,a,d,galpn,galn,P
HETATM,96,H21,A2G,A,4,0.611,-4.172,0.139,H,a-D-GalpN,"3,3",-1.0,-1,1,98.0,a,d,galpn,galn,P
HETATM,97,H22,A2G,A,4,-0.012,-3.702,1.732,H,a-D-GalpN,"3,3",-1.0,-1,1,,a,d,galpn,galn,P
HETATM,98,H23,A2G,A,4,0.972,-5.185,1.565,H,a-D-GalpN,"3,3",-1.0,-1,1,,a,d,galpn,galn,P
