HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,18,H6O,BGC,A,2,0.525,-3.009,3.977,H,b-D-Glcp,1,-1.0,-1,0,b,d,glcp,glc,P
HETATM,19,H4,BGC,A,2,0.165,-3.889,1.805,H,b-D-Glcp,1,-1.0,29,0,b,d,glcp,glc,P
HETATM,20,H3,BGC,A,2,0.073,-2.354,-0.833,H,b-D-Glcp,1,-1.0,29,0,b,d,glcp,glc,P
HETATM,21,H3O,BGC,A,2,-1.104,-4.274,-1.384,H,b-D-Glcp,1,-1.0,-1,0,b,d,glcp,glc,P
HETATM,22,H2,BGC,A,2,1.135,-5.164,-0.239,H,b-D-Glcp,1,2.96,29,0,b,d,glcp,glc,P
HETATM,23,H2O,BGC,A,2,1.893,-4.737,-2.455,H,b-D-Glcp,1,-1.0,-1,0,b,d,glcp,glc,P
HETATM,24,C1,GAL,A,3,-1.325,-1.047,1.069,C,b-D-Galp,"1,4",104.4,65,0,b,d,galp,gal,P
HETATM,25,O5,GAL,A,3,-0.3,-0.082,0.875,O,b-D-Galp,"1,4",-1.0,-1,0,b,d,galp,gal,P
HETATM,26,C5,GAL,A,3,-0.766,1.051,0.113,C,b-D-Galp,"1,4",76.2,65,0,b,d,galp,gal,P
HETATM,27,C6,GAL,A,3,0.423,1.99,-0.106,C,b-D-Galp,"1,4",62.0,65,0,b,d,galp,gal,P
HETATM,28,O6,GAL,A,3,1.471,1.287,-0.776,O,b-D-Galp,"1,4",-1.0,-1,0,b,d,galp,gal,P
HETATM,29,C4,GAL,A,3,-1.916,1.765,0.844,C,b-D-Galp,"1,4",69.0,65,0,b,d,galp,gal,P
HETATM,30,O4,GAL,A,3,-1.433,2.309,2.08,O,b-D-Galp,"1,4",-1.0,-1,0,b,d,galp,gal,P
HETATM,31,C3,GAL,A,3,-3.062,0.791,1.147,C,b-D-Galp,"1,4",79.7,65,0,b,d,galp,gal,P
HETATM,32,O3,GAL,A,3,-3.994,1.516,1.952,O,b-D-Galp,"1,4",-1.0,-1,0,b,d,galp,gal,P
HETATM,33,C2,GAL,A,3,-2.517,-0.459,1.857,C,b-D-Galp,"1,4",71.0,65,0,b,d,galp,gal,P
HETATM,34,O2,GAL,A,3,-3.558,-1.46,1.957,O,b-D-Galp,"1,4",-1.0,-1,0,b,d,galp,gal,P
HETATM,35,H1,GAL,A,3,-1.696,-1.415,0.106,H,b-D-Galp,"1,4",4.47,79,0,b,d,galp,gal,P
HETATM,36,H5,GAL,A,3,-1.099,0.678,-0.863,H,b-D-Galp,"1,4",3.71,79,0,b,d,galp,gal,P
HETATM,37,H6,GAL,A,3,0.83,2.362,0.839,H,b-D-Galp,"1,4",3.75,79,0,b,d,galp,gal,P
HETATM,38,H61,GAL,A,3,0.136,2.844,-0.724,H,b-D-Galp,"1,4",3.78,-1,0,b,d,galp,gal,P
HETATM,39,H6O,GAL,A,3,1.804,0.654,-0.119,H,b-D-Galp,"1,4",-1.0,-1,0,b,d,galp,gal,P
HETATM,40,H4,GAL,A,3,-2.281,2.61,0.251,H,b-D-Galp,"1,4",4.16,79,0,b,d,galp,gal,P
HETATM,41,H4O,GAL,A,3,-2.2,2.711,2.534,H,b-D-Galp,"1,4",-1.0,-1,0,b,d,galp,gal,P
HETATM,42,H3,GAL,A,3,-3.555,0.51,0.21,H,b-D-Galp,"1,4",3.74,79,0,b,d,galp,gal,P
HETATM,43,H2,GAL,A,3,-2.22,-0.21,2.885,H,b-D-Galp,"1,4",3.61,79,0,b,d,galp,gal,P
HETATM,44,H2O,GAL,A,3,-3.118,-2.23,2.389,H,b-D-Galp,"1,4",-1.0,-1,0,b,d,galp,gal,P
HETATM,45,S1,SO4,A,4,-5.415,0.881,2.416,S,S,"1,4,3",-1.0,-1,0,missing_a_b,missing_L_D,s,s,missing_carbon_number
HETATM,46,O,SO4,A,4,-5.21,0.258,3.705,O,S,"1,4,3",-1.0,-1,0,missing_a_b,missing_L_D,s,s,missing_carbon_number
HETATM,47,O1,SO4,A,4,-6.423,1.897,2.223,O,S,"1,4,3",-1.0,-1,0,missing_a_b,missing_L_D,s,s,missing_carbon_number
HETATM,48,O2,SO4,A,4,-5.693,-0.301,1.359,O,S,"1,4,3",-1.0,-1,0,missing_a_b,missing_L_D,s,s,missing_carbon_number
HETATM,49,H,SO4,A,4,-5.085,-1.044,1.605,H,S,"1,4,3",-1.0,-1,0,missing_a_b,missing_L_D,s,s,missing_carbon_number
