HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,Trust,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,16,H1,GLA,A,1,-3.324,0.78,0.971,H,a-D-Galp,,5.22,81,0,,a,d,galp,gal,P
HETATM,17,H1O,GLA,A,1,-2.445,2.821,0.556,H,a-D-Galp,,-1.0,-1,0,,a,d,galp,gal,P
HETATM,18,H5,GLA,A,1,-4.726,2.449,-1.935,H,a-D-Galp,,4.06,81,0,,a,d,galp,gal,P
HETATM,19,H6,GLA,A,1,-6.851,1.222,-1.91,H,a-D-Galp,,3.72,81,0,,a,d,galp,gal,P
HETATM,20,H61,GLA,A,1,-6.107,-0.222,-2.57,H,a-D-Galp,,-1.0,-1,0,,a,d,galp,gal,P
HETATM,21,H6O,GLA,A,1,-5.979,0.697,-4.497,H,a-D-Galp,,-1.0,-1,0,,a,d,galp,gal,P
HETATM,22,H4,GLA,A,1,-3.629,1.425,-3.867,H,a-D-Galp,,4.19,81,0,,a,d,galp,gal,P
HETATM,23,H4O,GLA,A,1,-2.666,-0.679,-3.556,H,a-D-Galp,,-1.0,-1,0,,a,d,galp,gal,P
HETATM,24,N2,NBG,A,2,1.283,2.15,-4.129,N,b-D-GlcpN,3.0,-1.0,-1,0,,b,d,glcpn,glcn,P
HETATM,25,C2,NBG,A,2,0.507,1.105,-4.84,C,b-D-GlcpN,3.0,57.0,91,0,,b,d,glcpn,glcn,P
HETATM,26,C1,NBG,A,2,-0.963,1.152,-4.342,C,b-D-GlcpN,3.0,104.2,91,0,,b,d,glcpn,glcn,P
HETATM,27,O5,NBG,A,2,-1.747,0.17,-5.004,O,b-D-GlcpN,3.0,-1.0,-1,0,,b,d,glcpn,glcn,P
HETATM,28,C5,NBG,A,2,-1.895,0.477,-6.398,C,b-D-GlcpN,3.0,76.9,91,0,,b,d,glcpn,glcn,P
HETATM,29,C6,NBG,A,2,-2.93,-0.494,-6.975,C,b-D-GlcpN,3.0,62.0,91,0,,b,d,glcpn,glcn,P
HETATM,30,O6,NBG,A,2,-4.155,-0.376,-6.239,O,b-D-GlcpN,3.0,-1.0,-1,0,,b,d,glcpn,glcn,P
HETATM,31,C4,NBG,A,2,-0.532,0.354,-7.071,C,b-D-GlcpN,3.0,71.2,91,0,,b,d,glcpn,glcn,P
HETATM,32,O4,NBG,A,2,-0.611,0.698,-8.454,O,b-D-GlcpN,3.0,-1.0,-1,0,,b,d,glcpn,glcn,P
HETATM,33,C3,NBG,A,2,0.513,1.258,-6.385,C,b-D-GlcpN,3.0,75.2,91,0,,b,d,glcpn,glcn,P
HETATM,34,O3,NBG,A,2,1.765,0.901,-6.994,O,b-D-GlcpN,3.0,-1.0,-1,0,,b,d,glcpn,glcn,P
HETATM,35,H2N,NBG,A,2,0.901,2.431,-3.232,H,b-D-GlcpN,3.0,-1.0,-1,0,,b,d,glcpn,glcn,P
HETATM,36,H2,NBG,A,2,0.969,0.147,-4.57,H,b-D-GlcpN,3.0,3.74,79,0,,b,d,glcpn,glcn,P
HETATM,37,H1,NBG,A,2,-1.378,2.156,-4.505,H,b-D-GlcpN,3.0,4.68,79,0,,b,d,glcpn,glcn,P
HETATM,38,H5,NBG,A,2,-2.3,1.493,-6.499,H,b-D-GlcpN,3.0,3.45,79,0,,b,d,glcpn,glcn,P
HETATM,39,H6,NBG,A,2,-2.596,-1.533,-6.888,H,b-D-GlcpN,3.0,3.72,79,0,,b,d,glcpn,glcn,P
HETATM,40,H61,NBG,A,2,-3.142,-0.277,-8.026,H,b-D-GlcpN,3.0,3.86,-1,0,,b,d,glcpn,glcn,P
HETATM,41,H6O,NBG,A,2,-3.946,-0.64,-5.322,H,b-D-GlcpN,3.0,-1.0,-1,0,,b,d,glcpn,glcn,P
HETATM,42,H4,NBG,A,2,-0.186,-0.687,-7.018,H,b-D-GlcpN,3.0,3.49,79,0,,b,d,glcpn,glcn,P
HETATM,43,H4O,NBG,A,2,0.32,0.723,-8.762,H,b-D-GlcpN,3.0,-1.0,-1,0,,b,d,glcpn,glcn,P
HETATM,44,H3,NBG,A,2,0.33,2.305,-6.656,H,b-D-GlcpN,3.0,3.58,79,0,,b,d,glcpn,glcn,P
HETATM,45,H3O,NBG,A,2,2.491,1.208,-6.404,H,b-D-GlcpN,3.0,-1.0,-1,0,,b,d,glcpn,glcn,P
HETATM,46,C21,NBG,A,2,3.253,3.274,-3.284,C,b-D-GlcpN,3.0,23.4,-1,1,,b,d,glcpn,glcn,P
HETATM,47,C11,NBG,A,2,2.642,2.298,-4.252,C,b-D-GlcpN,3.0,175.6,-1,1,88.0,b,d,glcpn,glcn,P
HETATM,48,O1,NBG,A,2,3.31,1.686,-5.078,O,b-D-GlcpN,3.0,-1.0,-1,1,,b,d,glcpn,glcn,P
HETATM,49,H21,NBG,A,2,3.987,3.89,-3.812,H,b-D-GlcpN,3.0,-1.0,-1,1,98.0,b,d,glcpn,glcn,P
HETATM,50,H22,NBG,A,2,3.745,2.721,-2.48,H,b-D-GlcpN,3.0,-1.0,-1,1,,b,d,glcpn,glcn,P
HETATM,51,H23,NBG,A,2,2.498,3.938,-2.854,H,b-D-GlcpN,3.0,-1.0,-1,1,,b,d,glcpn,glcn,P
