HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component
HETATM,51,O61,GTR,A,4,-2.697,1.406,1.6,O,b-D-GalpA,"2,3",-1,-1,0
HETATM,52,C5,GTR,A,4,-1.058,2.311,3.109,C,b-D-GalpA,"2,3",76.0,64,0
HETATM,53,O5,GTR,A,4,-0.338,1.277,2.441,O,b-D-GalpA,"2,3",-1,-1,0
HETATM,54,C1,GTR,A,4,0.95,1.05,2.979,C,b-D-GalpA,"2,3",103.3,64,0
HETATM,55,C2,GTR,A,4,1.838,2.319,2.917,C,b-D-GalpA,"2,3",71.1,64,0
HETATM,56,O2,GTR,A,4,3.071,2.087,3.614,O,b-D-GalpA,"2,3",-1,-1,0
HETATM,57,C3,GTR,A,4,1.091,3.503,3.555,C,b-D-GalpA,"2,3",72.0,64,0
HETATM,58,O3,GTR,A,4,1.821,4.717,3.333,O,b-D-GalpA,"2,3",-1,-1,0
HETATM,59,C4,GTR,A,4,-0.325,3.65,2.978,C,b-D-GalpA,"2,3",71.1,64,0
HETATM,60,O4,GTR,A,4,-0.184,4.052,1.597,O,b-D-GalpA,"2,3",-1,-1,0
HETATM,61,H6O,GTR,A,4,-1.906,0.806,1.51,H,b-D-GalpA,"2,3",-1,-1,0
HETATM,62,H5,GTR,A,4,-1.197,2.022,4.158,H,b-D-GalpA,"2,3",4.15,67,0
HETATM,63,H1,GTR,A,4,0.833,0.763,4.03,H,b-D-GalpA,"2,3",4.56,67,0
HETATM,64,H2,GTR,A,4,2.096,2.58,1.884,H,b-D-GalpA,"2,3",3.49,67,0
HETATM,65,H2O,GTR,A,4,3.779,2.489,3.068,H,b-D-GalpA,"2,3",-1,-1,0
HETATM,66,H3,GTR,A,4,1.046,3.36,4.639,H,b-D-GalpA,"2,3",3.60,67,0
HETATM,67,H3O,GTR,A,4,1.674,4.959,2.401,H,b-D-GalpA,"2,3",-1,-1,0
HETATM,68,H4,GTR,A,4,-0.856,4.46,3.49,H,b-D-GalpA,"2,3",4.22,67,0
HETATM,69,H4O,GTR,A,4,-1.045,4.423,1.326,H,b-D-GalpA,"2,3",-1,-1,0
