HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component
HETATM,20,H4O,PDa,A,1,-2.239,-3.759,0.494,H,D-Gal-ol,,-1,-1,0
HETATM,21,H5,PDa,A,1,-0.078,-4.086,2.055,H,D-Gal-ol,,4.08,92,0
HETATM,22,H5O,PDa,A,1,-1.613,-5.512,3.175,H,D-Gal-ol,,-1,-1,0
HETATM,23,H6,PDa,A,1,0.152,-2.857,4.251,H,D-Gal-ol,,3.68,92,0
HETATM,24,H61,PDa,A,1,-1.524,-3.319,4.656,H,D-Gal-ol,,-1,-1,0
HETATM,25,H6O,PDa,A,1,0.768,-4.916,4.399,H,D-Gal-ol,,-1,-1,0
HETATM,26,C1,GLA,A,2,1.041,-1.171,0.625,C,a-D-Galp,3,100.8,67,0
HETATM,27,O5,GLA,A,2,1.024,0.228,0.336,O,a-D-Galp,3,-1,-1,0
HETATM,28,C5,GLA,A,2,1.877,0.984,1.22,C,a-D-Galp,3,70.7,67,0
HETATM,29,C6,GLA,A,2,1.621,2.478,0.987,C,a-D-Galp,3,67.9,67,0
HETATM,30,O6,GLA,A,2,2.089,2.894,-0.305,O,a-D-Galp,3,-1,-1,0
HETATM,31,C4,GLA,A,2,3.341,0.56,1.011,C,a-D-Galp,3,70.1,67,0
HETATM,32,O4,GLA,A,2,3.744,0.749,-0.356,O,a-D-Galp,3,-1,-1,0
HETATM,33,C3,GLA,A,2,3.441,-0.931,1.375,C,a-D-Galp,3,69.9,67,0
HETATM,34,O3,GLA,A,2,4.782,-1.417,1.218,O,a-D-Galp,3,-1,-1,0
HETATM,35,C2,GLA,A,2,2.475,-1.751,0.508,C,a-D-Galp,3,69.2,67,0
HETATM,36,O2,GLA,A,2,2.553,-3.136,0.903,O,a-D-Galp,3,-1,-1,0
HETATM,37,H1,GLA,A,2,0.414,-1.681,-0.116,H,a-D-Galp,3,5.16,81,0
HETATM,38,H5,GLA,A,2,1.6,0.774,2.258,H,a-D-Galp,3,4.25,81,0
HETATM,39,H6,GLA,A,2,0.543,2.666,1.063,H,a-D-Galp,3,3.69-3.89,81,0
HETATM,40,H61,GLA,A,2,2.146,3.053,1.758,H,a-D-Galp,3,-1,-1,0
HETATM,41,H4,GLA,A,2,4.022,1.153,1.632,H,a-D-Galp,3,4.07,81,0
HETATM,42,H4O,GLA,A,2,3.196,1.477,-0.712,H,a-D-Galp,3,-1,-1,0
HETATM,43,H3,GLA,A,2,3.197,-1.07,2.438,H,a-D-Galp,3,3.91,81,0
HETATM,44,H3O,GLA,A,2,4.704,-2.392,1.19,H,a-D-Galp,3,-1,-1,0
HETATM,45,H2,GLA,A,2,2.808,-1.706,-0.537,H,a-D-Galp,3,3.87,81,0
HETATM,46,H2O,GLA,A,2,1.813,-3.589,0.463,H,a-D-Galp,3,-1,-1,0
HETATM,47,C1,GLA,A,3,1.879,4.295,-0.517,C,a-D-Galp,"3,6",98.7,78,0
HETATM,48,O5,GLA,A,3,3.007,4.829,-1.233,O,a-D-Galp,"3,6",-1,-1,0
HETATM,49,C5,GLA,A,3,3.156,4.259,-2.552,C,a-D-Galp,"3,6",71.7,78,0
HETATM,50,C6,GLA,A,3,4.438,4.848,-3.156,C,a-D-Galp,"3,6",61.7,78,0
HETATM,51,O6,GLA,A,3,5.594,4.381,-2.462,O,a-D-Galp,"3,6",-1,-1,0
HETATM,52,C4,GLA,A,3,1.921,4.583,-3.401,C,a-D-Galp,"3,6",70.0,78,0
HETATM,53,O4,GLA,A,3,1.76,6.003,-3.586,O,a-D-Galp,"3,6",-1,-1,0
HETATM,54,C3,GLA,A,3,0.658,4.059,-2.706,C,a-D-Galp,"3,6",71.0,78,0
HETATM,55,O3,GLA,A,3,-0.513,4.479,-3.431,O,a-D-Galp,"3,6",-1,-1,0
HETATM,56,C2,GLA,A,3,0.568,4.6,-1.276,C,a-D-Galp,"3,6",69.1,78,0
HETATM,57,O2,GLA,A,3,-0.593,4.077,-0.625,O,a-D-Galp,"3,6",-1,-1,0
HETATM,58,H1,GLA,A,3,1.861,4.814,0.448,H,a-D-Galp,"3,6",5,72,0
HETATM,59,H5,GLA,A,3,3.281,3.173,-2.454,H,a-D-Galp,"3,6",3.97,72,0
HETATM,60,H6,GLA,A,3,4.548,4.565,-4.203,H,a-D-Galp,"3,6",3.78-3.83,72,0
HETATM,61,H61,GLA,A,3,4.45,5.941,-3.084,H,a-D-Galp,"3,6",-1,-1,0
HETATM,62,H6O,GLA,A,3,5.311,4.077,-1.576,H,a-D-Galp,"3,6",-1,-1,0
HETATM,63,H4,GLA,A,3,2.007,4.147,-4.403,H,a-D-Galp,"3,6",4.04,72,0
HETATM,64,H4O,GLA,A,3,2.192,6.454,-2.834,H,a-D-Galp,"3,6",-1,-1,0
HETATM,65,H3,GLA,A,3,0.647,2.965,-2.697,H,a-D-Galp,"3,6",3.86,72,0
HETATM,66,H3O,GLA,A,3,-0.308,5.382,-3.759,H,a-D-Galp,"3,6",-1,-1,0
HETATM,67,H2,GLA,A,3,0.429,5.686,-1.314,H,a-D-Galp,"3,6",3.79,72,0
HETATM,68,H2O,GLA,A,3,-1.286,4.042,-1.315,H,a-D-Galp,"3,6",-1,-1,0
