HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component
HETATM,45,C1,GLA,A,3,1.058,-8.132,-1.13,C,a-D-Galp,"4,4",100.8,82,0
HETATM,46,O5,GLA,A,3,0.618,-7.787,-2.436,O,a-D-Galp,"4,4",-1.0,-1,0
HETATM,47,C5,GLA,A,3,1.126,-6.506,-2.881,C,a-D-Galp,"4,4",71.3,82,0
HETATM,48,C6,GLA,A,3,0.493,-6.23,-4.245,C,a-D-Galp,"4,4",61.1,82,0
HETATM,49,O6,GLA,A,3,-0.91,-5.992,-4.072,O,a-D-Galp,"4,4",-1.0,-1,0
HETATM,50,C4,GLA,A,3,2.66,-6.491,-2.914,C,a-D-Galp,"4,4",69.8,82,0
HETATM,51,O4,GLA,A,3,3.159,-7.429,-3.877,O,a-D-Galp,"4,4",-1.0,-1,0
HETATM,52,C3,GLA,A,3,3.2,-6.86,-1.527,C,a-D-Galp,"4,4",69.7,82,0
HETATM,53,O3,GLA,A,3,4.632,-7.006,-1.583,O,a-D-Galp,"4,4",-1.0,-1,0
HETATM,54,C2,GLA,A,3,2.595,-8.188,-1.056,C,a-D-Galp,"4,4",69.0,82,0
HETATM,55,O2,GLA,A,3,3.022,-8.461,0.289,O,a-D-Galp,"4,4",-1.0,-1,0
HETATM,56,H1,GLA,A,3,0.68,-9.134,-0.894,H,a-D-Galp,"4,4",4.96,95,0
HETATM,57,H5,GLA,A,3,0.775,-5.738,-2.182,H,a-D-Galp,"4,4",4.37,95,0
HETATM,58,H6,GLA,A,3,0.924,-5.34,-4.713,H,a-D-Galp,"4,4",3.71-3.72,95,0
HETATM,59,H61,GLA,A,3,0.601,-7.084,-4.922,H,a-D-Galp,"4,4",-1.0,-1,0
HETATM,60,H6O,GLA,A,3,-1.231,-6.672,-3.438,H,a-D-Galp,"4,4",-1.0,-1,0
HETATM,61,H4,GLA,A,3,3.035,-5.505,-3.212,H,a-D-Galp,"4,4",4.04,95,0
HETATM,62,H4O,GLA,A,3,4.102,-7.572,-3.663,H,a-D-Galp,"4,4",-1.0,-1,0
HETATM,63,H3,GLA,A,3,2.982,-6.07,-0.797,H,a-D-Galp,"4,4",3.91,95,0
HETATM,64,H3O,GLA,A,3,5.016,-6.108,-1.539,H,a-D-Galp,"4,4",-1.0,-1,0
HETATM,65,H2,GLA,A,3,2.97,-9.005,-1.685,H,a-D-Galp,"4,4",3.84,95,0
HETATM,66,H2O,GLA,A,3,3.995,-8.345,0.277,H,a-D-Galp,"4,4",-1.0,-1,0
