HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component
HETATM,45,C1,GLA,A,3,-4.844,-3.493,2.009,C,a-D-Galp,"4,3",96.7,92,0
HETATM,46,O5,GLA,A,3,-5.228,-2.223,1.486,O,a-D-Galp,"4,3",-1.0,-1,0
HETATM,47,C5,GLA,A,3,-5.982,-2.302,0.255,C,a-D-Galp,"4,3",72.1,92,0
HETATM,48,C6,GLA,A,3,-6.335,-0.862,-0.136,C,a-D-Galp,"4,3",62.2,92,0
HETATM,49,O6,GLA,A,3,-5.125,-0.117,-0.313,O,a-D-Galp,"4,3",-1.0,-1,0
HETATM,50,C4,GLA,A,3,-7.234,-3.18,0.393,C,a-D-Galp,"4,3",70.4,92,0
HETATM,51,O4,GLA,A,3,-8.191,-2.564,1.275,O,a-D-Galp,"4,3",-1.0,-1,0
HETATM,52,C3,GLA,A,3,-6.868,-4.552,0.966,C,a-D-Galp,"4,3",70.5,92,0
HETATM,53,O3,GLA,A,3,-8.082,-5.279,1.25,O,a-D-Galp,"4,3",-1.0,-1,0
HETATM,54,C2,GLA,A,3,-6.077,-4.385,2.268,C,a-D-Galp,"4,3",69.3,92,0
HETATM,55,O2,GLA,A,3,-5.725,-5.675,2.793,O,a-D-Galp,"4,3",-1.0,-1,0
HETATM,56,H1,GLA,A,3,-4.354,-3.287,2.963,H,a-D-Galp,"4,3",5.18,91,0
HETATM,57,H5,GLA,A,3,-5.318,-2.712,-0.517,H,a-D-Galp,"4,3",4.23,91,0
HETATM,58,H6,GLA,A,3,-6.89,-0.844,-1.077,H,a-D-Galp,"4,3",3.73,91,0
HETATM,59,H61,GLA,A,3,-6.922,-0.36,0.638,H,a-D-Galp,"4,3",-1.0,-1,0
HETATM,60,H6O,GLA,A,3,-4.633,-0.253,0.517,H,a-D-Galp,"4,3",-1.0,-1,0
HETATM,61,H4,GLA,A,3,-7.74,-3.297,-0.576,H,a-D-Galp,"4,3",4.05,91,0
HETATM,62,H4O,GLA,A,3,-8.853,-3.26,1.47,H,a-D-Galp,"4,3",-1.0,-1,0
HETATM,63,H3,GLA,A,3,-6.302,-5.133,0.225,H,a-D-Galp,"4,3",3.89,91,0
HETATM,64,H3O,GLA,A,3,-7.893,-6.219,1.077,H,a-D-Galp,"4,3",-1.0,-1,0
HETATM,65,H2,GLA,A,3,-6.71,-3.905,3.023,H,a-D-Galp,"4,3",3.9,91,0
HETATM,66,H2O,GLA,A,3,-6.566,-6.084,3.073,H,a-D-Galp,"4,3",-1.0,-1,0
