HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component
HETATM,21,H3,BGC,A,1,1.205,-0.875,3.828,H,b-D-Glcp,,3.69,94,0
HETATM,22,H3O,BGC,A,1,2.401,-1.874,2.158,H,b-D-Glcp,,-1.0,-1,0
HETATM,23,H4,BGC,A,1,-0.12,-2.621,1.713,H,b-D-Glcp,,3.7,94,0
HETATM,24,C1,GAL,A,2,0.123,-0.574,0.055,C,b-D-Galp,4,104.2,67,0
HETATM,25,O5,GAL,A,2,-0.287,-1.829,-0.469,O,b-D-Galp,4,-1.0,-1,0
HETATM,26,C5,GAL,A,2,-0.614,-1.79,-1.871,C,b-D-Galp,4,75.8,67,0
HETATM,27,C6,GAL,A,2,-1.05,-3.203,-2.283,C,b-D-Galp,4,62.3,67,0
HETATM,28,O6,GAL,A,2,-1.229,-3.321,-3.69,O,b-D-Galp,4,-1.0,-1,0
HETATM,29,C4,GAL,A,2,0.576,-1.294,-2.716,C,b-D-Galp,4,78.7,67,0
HETATM,30,O4,GAL,A,2,1.636,-2.255,-2.568,O,b-D-Galp,4,-1.0,-1,0
HETATM,31,C3,GAL,A,2,1.006,0.082,-2.197,C,b-D-Galp,4,74.1,67,0
HETATM,32,O3,GAL,A,2,2.128,0.593,-2.927,O,b-D-Galp,4,-1.0,-1,0
HETATM,33,C2,GAL,A,2,1.332,0.007,-0.709,C,b-D-Galp,4,71.5,67,0
HETATM,34,O2,GAL,A,2,1.652,1.331,-0.245,O,b-D-Galp,4,-1.0,-1,0
HETATM,35,H1,GAL,A,2,-0.706,0.141,0.005,H,b-D-Galp,4,4.58,84,0
HETATM,36,H5,GAL,A,2,-1.462,-1.108,-2.013,H,b-D-Galp,4,3.76,84,0
HETATM,37,H6,GAL,A,2,-0.339,-3.964,-1.945,H,b-D-Galp,4,3.77-3.82,84,0
HETATM,38,H61,GAL,A,2,-2.004,-3.44,-1.801,H,b-D-Galp,4,-1.0,-1,0
HETATM,39,H6O,GAL,A,2,-0.333,-3.43,-4.075,H,b-D-Galp,4,-1.0,-1,0
HETATM,40,H4,GAL,A,2,0.282,-1.207,-3.769,H,b-D-Galp,4,4.16,84,0
HETATM,41,H3,GAL,A,2,0.197,0.803,-2.36,H,b-D-Galp,4,3.77,84,0
HETATM,42,H3O,GAL,A,2,2.486,1.317,-2.373,H,b-D-Galp,4,-1.0,-1,0
HETATM,43,H2,GAL,A,2,2.228,-0.603,-0.544,H,b-D-Galp,4,3.64,84,0
HETATM,44,H2O,GAL,A,2,1.784,1.244,0.72,H,b-D-Galp,4,-1.0,-1,0
HETATM,45,C1,GAL,A,3,2.423,-2.411,-3.748,C,b-D-Galp,"4,4",105.3,87,0
HETATM,46,O5,GAL,A,3,1.615,-3.089,-4.728,O,b-D-Galp,"4,4",-1.0,-1,0
HETATM,47,C5,GAL,A,3,2.321,-3.226,-5.975,C,b-D-Galp,"4,4",76.0,87,0
HETATM,48,C6,GAL,A,3,1.343,-3.723,-7.047,C,b-D-Galp,"4,4",62.2,87,0
HETATM,49,O6,GAL,A,3,1.933,-3.648,-8.339,O,b-D-Galp,"4,4",-1.0,-1,0
HETATM,50,C4,GAL,A,3,3.506,-4.183,-5.767,C,b-D-Galp,"4,4",69.9,87,0
HETATM,51,O4,GAL,A,3,3.067,-5.48,-5.321,O,b-D-Galp,"4,4",-1.0,-1,0
HETATM,52,C3,GAL,A,3,4.434,-3.611,-4.687,C,b-D-Galp,"4,4",74.1,87,0
HETATM,53,O3,GAL,A,3,5.463,-4.556,-4.358,O,b-D-Galp,"4,4",-1.0,-1,0
HETATM,54,C2,GAL,A,3,3.665,-3.262,-3.406,C,b-D-Galp,"4,4",72.6,87,0
HETATM,55,O2,GAL,A,3,4.554,-2.58,-2.505,O,b-D-Galp,"4,4",-1.0,-1,0
HETATM,56,H1,GAL,A,3,2.729,-1.43,-4.125,H,b-D-Galp,"4,4",4.76,90,0
HETATM,57,H5,GAL,A,3,2.694,-2.242,-6.288,H,b-D-Galp,"4,4",3.67,90,0
HETATM,58,H6,GAL,A,3,1.036,-4.759,-6.865,H,b-D-Galp,"4,4",3.76-3.78,90,0
HETATM,59,H61,GAL,A,3,0.425,-3.121,-7.041,H,b-D-Galp,"4,4",-1.0,-1,0
HETATM,60,H6O,GAL,A,3,1.869,-2.726,-8.644,H,b-D-Galp,"4,4",-1.0,-1,0
HETATM,61,H4,GAL,A,3,4.069,-4.339,-6.694,H,b-D-Galp,"4,4",3.91,90,0
HETATM,62,H4O,GAL,A,3,2.28,-5.353,-4.758,H,b-D-Galp,"4,4",-1.0,-1,0
HETATM,63,H3,GAL,A,3,4.943,-2.716,-5.064,H,b-D-Galp,"4,4",3.67,90,0
HETATM,64,H3O,GAL,A,3,5.074,-5.442,-4.531,H,b-D-Galp,"4,4",-1.0,-1,0
HETATM,65,H2,GAL,A,3,3.356,-4.18,-2.89,H,b-D-Galp,"4,4",3.56,90,0
HETATM,66,H2O,GAL,A,3,5.371,-3.12,-2.495,H,b-D-Galp,"4,4",-1.0,-1,0
